Unnamed: 0,Datetime,Tweet
1125,2015-08-14 23:59:57+00:00,"Just updated to iOS 8.4.1 and the Apple Music app ""Genius"" autoplaylist making feature is back. Boy this #AppleMusic launch was botched, eh?"
1126,2015-08-14 23:59:57+00:00,"I can get a whole new phone because I have apple care, whooooop 👌🏼"
1127,2015-08-14 23:59:55+00:00,Everything ain't for everybody. Folks body chemistry and everything else is their own. Stop comparing your apple to everybody's orange.
1128,2015-08-14 23:59:41+00:00,HOT - vip service for apple iphone all models - ( need imei + udid ). 1-9 working days. Limit slost. Lost mode supported
1129,2015-08-14 23:59:41+00:00,Apple said to be developing automobiles. They'll drive up to 500km before you have to reboot and install the latest firmware.
1130,2015-08-15 23:59:35+00:00,This Apple TV is the best thing ever
1131,2015-08-15 23:59:33+00:00,Latest Wi-Fi iPad Fingerling and Updated Third Inbreeding iPad by Apple WoWsS
1132,2015-08-15 23:59:30+00:00,anything green apple is gross.
1133,2015-08-15 23:59:15+00:00,AYE AYE WE IN THIS APPLE STORE UPLOADING THIS XXX3 VIDEO...
1134,2015-08-15 23:59:15+00:00,"""An apple a day keeps the niggerz away"" 
-Clarke the kkk member"
1135,2015-08-16 23:59:58+00:00,Become a Tester - Earn a UNTENDED Apple iPhone 4 GnLsj
1136,2015-08-16 23:59:54+00:00,"CSM-Apple's self-driving car plans come to light.But will Apple beat Google?Old news- Its washing machine wars, next, iWash VS WashaGoog."
1137,2015-08-16 23:59:52+00:00,New Aluminum Metal Hard Frame Bumper Cleave Case Cover For Apple iPhone 5 5S
1138,2015-08-16 23:59:38+00:00,Yo Reds Apple Ale....when are women gonna start getting hit by some apples?
1139,2015-08-16 23:59:35+00:00,Hoy Apple 😝😝
1140,2015-08-17 23:59:57+00:00,Apple Car likely won't even need a key fob: think Touch ID authentication for both entering and driving the vehicle.
1141,2015-08-17 23:59:57+00:00,"jaiman what the fuck are you posting

why is there an apple in that guy's asshole"
1142,2015-08-17 23:59:53+00:00,"excited for fall
pumpkin spice
comfy clothes
good food
apple cider
leaves 
forwheeling trails"
1143,2015-08-17 23:59:42+00:00,Talking to this dude on apple support 😂 sup Charles👌
1144,2015-08-17 23:59:40+00:00,Thank you lawd for apple care
1145,2015-08-18 23:59:58+00:00,Have 80% of Apple Watch owners used Apple Pay?
1146,2015-08-18 23:59:57+00:00,I'm gonna have to say this... WHY DA HELL IS APPLE TAKING SO DAMN LONG?!!!!! I'M BORED NOW!! ;-; i cri
1147,2015-08-18 23:59:41+00:00,"Plus, Apple Pay &amp; Google Wallet will be ubiquitous by April 2016.  RT @darthjj @plastc In other words, we lied to you to get your money."
1148,2015-08-18 23:59:20+00:00,wtf is that thing with shikishima and his apple dafuq
1149,2015-08-18 23:59:10+00:00,Danny is so in love with Laura I want to take all those stupid apples and make a stupid pie and throw that pie in someone's stupid face
1150,2015-08-19 23:59:38+00:00,Washington apples 🍏🍻😋
1151,2015-08-19 23:59:29+00:00,"Ultimate Gadget Giveaway! Win an Apple iPad Air 4G 128GB, Nikon D3200 Kit &amp; a Digital Thermometer - World Wide (08/25/15) via /r/giveaways …"
1152,2015-08-19 23:59:24+00:00,A few bad apples won't ruin the entire bunch. They'll just make a bunch of apples look shitty.
1153,2015-08-19 23:59:04+00:00,i just want some hip hop chicken and a big ass cranberry apple juice😍😩
1154,2015-08-19 23:58:36+00:00,Apple TV is the one
1155,2015-08-20 23:59:35+00:00,When you're allergic to apples and they make your lips swell but u keep eatin em' #justgirlythings
1156,2015-08-20 23:59:31+00:00,"Shawty had those Apple Bottom jeans (jeans), boots with the fullerene (fullerene) #ScientificSongs"
1157,2015-08-20 23:59:25+00:00,Thank God for the existence of Apple Music as I just discovered Santana Live at The Fillmore 1968 #legend
1158,2015-08-20 23:59:24+00:00,Molly looking like its apple sauce
1159,2015-08-20 23:59:21+00:00,"WTH, @Spotify?! New privacy agrmnt allows trackin my FB, location, contacts, all my photos and any media on my phone. Not ok. Mov to Apple?"
1160,2015-08-21 23:59:50+00:00,Don't mind me whilst I drink all the apple juice and marathon Lord of the Rings
1161,2015-08-21 23:59:47+00:00,I went downstairs to get an apple and ended up with icecream
1162,2015-08-21 23:59:37+00:00,at the apple store and ppl r staring lol
1163,2015-08-21 23:59:35+00:00,iPad Pro looks to get pushed into late 2015: Reports say the iPad Pro will be released later this year and won't be part of Apple's S...
1164,2015-08-21 23:59:31+00:00,i'm going the entire weekend without music because i don't have spotify or Apple music all i have is 1d's albums and a few other songs
1165,2015-08-22 23:59:56+00:00,Dragon has a new piece of shiny tech to add to his hoard. The apple watch. :D
1166,2015-08-22 23:59:55+00:00,Let's go apple picking ☺️
1167,2015-08-22 23:59:42+00:00,I just found out that potato in French is pomme de terre which means apples of the earth. I love this language.
1168,2015-08-22 23:59:24+00:00,Free available  Awesome tvQuran App for iphone in Apple store.
1169,2015-08-22 23:59:16+00:00,Not a pear in the world that the world wouldn't miss much as this &amp; if it isn’t the same then it’s apples and lemonade
1170,2015-08-23 23:59:52+00:00,aahh my room smells like warm apples
1171,2015-08-23 23:59:51+00:00,I need to see what Apple music is all about n
1172,2015-08-23 23:59:36+00:00,Just walked the apple orchard with Hailey Lynn Moore and mom and are we tired
1173,2015-08-23 23:59:27+00:00,"hey @amellywood i just wrote sinceriously and my phone tried to auto correct it, because it assumed it was wrong. contact apple about this!"
1174,2015-08-23 23:59:26+00:00,is apple music even better than pandora ?
1175,2015-08-24 23:59:46+00:00,This black coffee and apple thing is not fun :(
1176,2015-08-24 23:59:46+00:00,apple watch me whip watch me nae nae
1177,2015-08-24 23:59:45+00:00,APPLE CHARGERS ARE SHIT
1178,2015-08-24 23:59:31+00:00,"(LOVE) The sweeter the apple, the blacker the core -- Scratch a lover and find a foe! -- Dorothy Parker, ""Ballad of a Great (1/2)"
1179,2015-08-24 23:59:18+00:00,Adam did not want the apple for the apple's sake; he wanted it because it was forbidden.  Mark Twain #marktwain
1180,2015-08-25 23:59:55+00:00,Hey @TheHeistMonkey what's up with my apple music asking me to sign up? I already did! I see why 3 months are free. #publicbeta
1181,2015-08-25 23:59:50+00:00,"Hello friends I am twittering to you live from the Apple Store in Waterloo, Ontario Canada where jacob keller is purchasing his apple watch"
1182,2015-08-25 23:59:36+00:00,"Dinner is not an apple and a banana with some water, that is a snack. Your body needs more than that..."
1183,2015-08-25 23:59:32+00:00,Just made the worse batch of apple pie. Wow
1184,2015-08-25 23:59:30+00:00,Something so usable and so clean can be so smooth. #ivesays #apple
1185,2015-08-26 23:59:02+00:00,"Sorry, #iPhoneGeek here! Not to mention, all things #Apple. 🍎"
1186,2015-08-26 23:58:55+00:00,"""apples will be the death of me"" - quote from the short script i just wrote"
1187,2015-08-26 23:58:46+00:00,"Wow, trying to talk to Apple Support via internet chat over a simple issue and I feel like I'm talking to bricks."
1188,2015-08-26 23:58:39+00:00,Can't get to Apple to Sunday I'm getting so aggravated 😡😑
1189,2015-08-26 23:58:32+00:00,I have reached my limit with Apple.
1190,2015-08-27 23:59:56+00:00,hes like 14 and he has people yellin at him for eatin an apple. hes stick thin
1191,2015-08-27 23:59:33+00:00,Buying Apple watches and wireless beats and shit but lord forbid me for asking to get my hair did 😐
1192,2015-08-27 23:59:26+00:00,"I still have a bug report Apple I owe more information for, but evenings/weekends are crunched on the book. Maybe Sunday, if I catch up…"
1193,2015-08-27 23:59:23+00:00,Sushi &amp; apple pie... YES ✔
1194,2015-08-27 23:59:17+00:00,Apple music shits on Spotify
1195,2015-08-28 23:59:58+00:00,The Weeknd's new album is on Apple music 🙌🏽
1196,2015-08-28 23:59:55+00:00,😁oh dear me. I can't even spell apple?!? 🍎 aople😭😖😱
1197,2015-08-28 23:59:34+00:00,Owning a 6 plus iPhone and not having a cover is terrifying #Apple
1198,2015-08-28 23:59:27+00:00,1st Half is over. @WaynedaleSports Bears lead Trojans 27-0. Coming up... @ohbbcohost interviews @SederBill on Apple Creek Bank Half Time!
1199,2015-08-28 23:59:17+00:00,I use the last tone when I use the hands emojis because...... Yeah . Apple petty .
1200,2015-08-29 23:59:54+00:00,Squid apple cult
1201,2015-08-29 23:59:44+00:00,Took a min to finally get on my phone cause of dumb ass Apple but we finally in the game
1202,2015-08-29 23:59:38+00:00,Damn apple pie too. Better yet the whole alblum 🔥🔥🔥
1203,2015-08-29 23:59:37+00:00,I drank all the vodka. I'm gonna get one of those Apple things in the jar again. They're fucken awesome
1204,2015-08-29 23:59:35+00:00,Cheez It's &amp; Apple Juice &amp; Ice &amp; Netflix
1205,2015-08-30 23:59:59+00:00,"#sf I usually avoid brunch districts Sundays. Today, many walkers. Mostly apple-shaped. Walking to their cars. Parked blocking the sidewalk."
1206,2015-08-30 23:59:49+00:00,Time to play my favorite game: homeless hipster or Apple employee on lunch.
1207,2015-08-30 23:59:45+00:00,Would you buy a rose gold Apple TV?
1208,2015-08-30 23:59:38+00:00,#ShesKindaHotVMA apples
1209,2015-08-30 23:59:36+00:00,"She said apples to oranges, bitch that phrase don't make sense why can't fruit be compared"
1210,2015-08-31 23:59:56+00:00,God bless the genius who made apple sauce🙏💕
1211,2015-08-31 23:59:44+00:00,#bigbluelive @BBCBigBlueLive how do I watch on PBS app on an Apple TV?
1212,2015-08-31 23:59:38+00:00,"For example, in my unbiased, yet expert opinion, HEB's apple jacks are better than the name brand."
1213,2015-08-31 23:59:32+00:00,There you have it a fuckin apple and some soda can charge your phone no reason your shit should die😂😂
1214,2015-08-31 23:59:29+00:00,Scully on Jobs: He was brilliant at recruiting. He did it by his charismatic ability to tell a compelling story w metaphors &amp; poetry #Apple
1215,2015-09-01 23:59:52+00:00,"NOLA, I'm missing Spanish plaza and they're candied apples for special events ugh!"
1216,2015-09-01 23:59:21+00:00,"Best buy worker: you wanna go and get lunch?
Me: ehh... No i just came to look at this apple tv"
1217,2015-09-01 23:59:15+00:00,God bless apple for the earpieces they make.
1218,2015-09-01 23:59:04+00:00,'Serves four' apple crumble. Finished.
1219,2015-09-01 23:59:02+00:00,Now I can't use my own Apple ID .... 😒😔
1220,2015-09-02 23:59:59+00:00,Pretty sure my MacBook is on fire. Giving off WAY too much heat. Probably shouldn't be sweating from a computer! @MacBook_Reviews #Apple
1221,2015-09-02 23:59:56+00:00,"If Apple would add Slide Over support to Remote, that'd be awesome."
1222,2015-09-02 23:59:55+00:00,"If I have 10 ice cubes and you have 11 apples how many pancakes can fit on the roof?

Purple. Because aliens don't wear hats"
1223,2015-09-02 23:59:52+00:00,I was being so good and then apple pie called
1224,2015-09-02 23:59:51+00:00,Everclear and that Apple Pie Moonshine had me right last night
1225,2015-09-03 23:59:51+00:00,"Idc about apple music, tidal, spotify, or whatever yall use. iTunes is always #1 for me."
1226,2015-09-03 23:59:50+00:00,2 milks and a box of apple jacks #uofi
1227,2015-09-03 23:59:50+00:00,You know it's fall when your mom comes home with Carmel apples 🍎
1228,2015-09-03 23:59:41+00:00,Turn up? Gonna go get me a whole big ass bottle of that crown apple who fucking with me tonight
1229,2015-09-03 23:59:29+00:00,Every Pyongyang street is fragrant with apple as trucks loaded with the fruit run through the city from the Taedonggang Combined Fruit Farm
1230,2015-09-04 23:59:56+00:00,There are apples in my sandwich
1231,2015-09-04 23:59:55+00:00,How the hell do I get Apple Music?
1232,2015-09-04 23:59:42+00:00,Will Apple provide the TV platform with third party app capability and cloud streaming resources to content providers? Let's see next week.
1233,2015-09-04 23:59:37+00:00,Apples
1234,2015-09-04 23:59:36+00:00,apple products really suck
1235,2015-09-05 23:59:59+00:00,Since Travi$ Scott's album leaked I've had an addiction to apple pie
1236,2015-09-05 23:59:57+00:00,Last night I stabbed an apple with Anna's EpiPen....so... Yeah
1237,2015-09-05 23:59:53+00:00,Surprised Apple doesn't have its own search engine.
1238,2015-09-05 23:59:51+00:00,clearing the gin from my brain with cranberry apple cider and kittens.
1239,2015-09-05 23:59:47+00:00,"#nowplaying Silver Apples ""Fantasies"""
1240,2015-09-06 23:59:59+00:00,"Is there a way to hide country from Apple Music? Honestly, I don’t really want to listen to that."
1241,2015-09-06 23:59:55+00:00,"This could be a tough fall. My wife needs a computer. My iMac is ""ancient"" and needs replacing. The iPad Pro, maybe? New Apple TV?"
1242,2015-09-06 23:59:49+00:00,"This week is the week! Apple to announce new iPhones. Regardless what updates Apple have in store for it, my phone is due for a replacement."
1243,2015-09-06 23:59:44+00:00,"Apple has a long history of innovating around existing ideas in software and hardware,  taking the best-in-class techniques from other area…"
1244,2015-09-06 23:59:30+00:00,Obsessed with cinnamon apple sauce ♡♡♡
1245,2015-09-07 23:59:50+00:00,"Never mind apple chutney, I'm of a mind to make lime pickle this year"
1246,2015-09-07 23:59:46+00:00,i want some new bands for my apple watch though.
1247,2015-09-07 23:59:44+00:00,I'm on that good juice and apple sauce. I got the ice-cream man I can call...
1248,2015-09-07 23:59:38+00:00,"wait a second, my ass still has apple care 😂😂😂"
1249,2015-09-07 23:59:24+00:00,Got to be done! I've Bramley Cooking apples growing in my garden on a tree from the original and they make really yummy apple sauce. 😘
1250,2015-09-08 23:59:54+00:00,I don't want ya apple pie momma🎶
1251,2015-09-08 23:59:54+00:00,ion want your apple pie baby
1252,2015-09-08 23:59:45+00:00,been struggling with the forgot Apple password for a year now
1253,2015-09-08 23:59:44+00:00,My screen is starting to peel away from the phone. Apple stop making your products so shitty it's only 2 yrs old and has never been damaged
1254,2015-09-08 23:59:41+00:00,The rumors about Starbucks are true. There are a bunch of people using Apple products LMAO
1255,2015-09-09 23:59:57+00:00,I need to stop eating apples if I'm just gunna be allergic to them :-D
1256,2015-09-09 23:59:57+00:00,Oh shoot. I think I'm going to finally buy an apple watch #sorrynotsorry #iknowitsbothlameandcool #ugh
1257,2015-09-09 23:59:54+00:00,Ion want ur apple pie mama
1258,2015-09-09 23:59:53+00:00,I feel incredibly humbled and privileged to live in the age of Apple.
1259,2015-09-09 23:59:53+00:00,"Apple is really obeah men; all of a sudden I NEED a new iPad, an Apple TV &amp; a new iPhone. SMH #Apple #iPadPro #iPhone6s #AppleTV #BareObeah"
1260,2015-09-10 23:59:58+00:00,Something just grew..... IOS 9.1 I'm sure my icons are bigger. #Apple #ipad #ios9
1261,2015-09-10 23:59:44+00:00,Bought me a extra iPhone charger they always go out in the middle of night and I end up at Walmart at 2am not this time I'm ready apple
1262,2015-09-10 23:59:38+00:00,Using Apples to Apples learning history #TCCGameNight
1263,2015-09-10 23:59:31+00:00,Super interesting that there is no cursor for Apple TV even though it's not a touch screen. Somewhere between direct manipulation and a comp
1264,2015-09-10 23:59:27+00:00,If anyone is secretly planning world conquest it has to be Apple
1265,2015-09-11 23:58:45+00:00,"An apple a day keeps the pounds away! (or more) They’re packed with fiber and water, so your stomach will want less."
1266,2015-09-11 23:58:39+00:00,"OK Omaha... Best apple pie in the city. GO! (and no, not the one you or your mom makes)"
1267,2015-09-11 23:58:27+00:00,Omg my caramel apple candle smells so good!
1268,2015-09-11 23:58:02+00:00,satan's caramel apple twizzlers are back
1269,2015-09-11 23:57:58+00:00,"All the things Apple didn't tell you about the iPhone 6S, iPad Pro and Apple TV: It was one of Apple's best keynotes in a long time, ..."
1270,2015-09-12 23:59:58+00:00,really feelin this hot apple cider
1271,2015-09-12 23:59:55+00:00,Apple Watch this early.However more apps are now trending.
1272,2015-09-12 23:59:51+00:00,This guy at apples pants are like literally skin tight. He is not endowed #bummer
1273,2015-09-12 23:59:50+00:00,The game is on ABC tonight. That's seriously the only channel I don't have on my Apple TV 😖😖
1274,2015-09-12 23:59:50+00:00,When you're feeling down but the cute guy selling caramel apples puts on a fake British accent and flirts with you
1275,2015-09-13 23:59:59+00:00,Every time I plan to get a new iPhone two more comes out like tf Apple slow down😩😩😩
1276,2015-09-13 23:59:33+00:00,Apple pie 😍
1277,2015-09-13 23:59:17+00:00,I wanna run this remote in apple butter and shove it up his nose man
1278,2015-09-13 23:59:06+00:00,'picked me up yet' what am I an apple wtf self
1279,2015-09-13 23:59:06+00:00,Follow up; I was laying in bed when he yelled my name just to get him Apple juice even though he was right next to the fridge
1280,2015-09-14 23:59:56+00:00,What's worse than finding a worw in your apple? Th  Holocaust.
1281,2015-09-14 23:59:55+00:00,"Hoodies, cold pumpkin drink, warm apple dessert, round a fire... Perfect night for such things"
1282,2015-09-14 23:59:45+00:00,Nothing better than some apple crisp.
1283,2015-09-14 23:59:43+00:00,got a script running and by the end of the night i should have a list of all releases on apple’s open source site and their sha256 hash.
1284,2015-09-14 23:59:32+00:00,Eat a apple a day keeps the doctor away .... Yeaaaa not true
1285,2015-09-15 23:59:54+00:00,Alden to Maine be like:  'Cause you're the apple to my pie #ALDUB2ndMonthsary
1286,2015-09-15 23:59:52+00:00,I heart apple cider
1287,2015-09-15 23:59:51+00:00,Brilliant to use the Apple startup chime in the soundtrack of the Steve Jobs movie. Gets me to look up at the TV every time.
1288,2015-09-15 23:59:26+00:00,As in apple-Rita's #mlt
1289,2015-09-15 23:59:05+00:00,Lol apple be releasing new  phones but when are they gonna put something useful like using your phone as remote control get on samsung level
1290,2015-09-16 23:59:59+00:00,"Goal NYCFC! Frank Lampard opens his goal scoring record in the big apple, finishing off one of the plays of the season. Incredible Pirlo."
1291,2015-09-16 23:59:53+00:00,Wha wha what? #Screenshot folder in #iPhone photos? Well that's a cool little adjustment. #iOS9 #apple
1292,2015-09-16 23:59:51+00:00,I'm such a slut for Apple products iOS9 is wonderful
1293,2015-09-16 23:59:50+00:00,"I didn't notice a big difference between iOS9 and iOS8
Apple is still trying to copy from Android"
1294,2015-09-16 23:59:47+00:00,"Microsoft saved Apple once before with timely software support. With the release of the iPad Pro, Microsoft once more stands ready to fight…"
1295,2015-09-17 23:59:54+00:00,Bought two gallons of apple cider
1296,2015-09-17 23:59:48+00:00,Now Playing Hot Apple Pie - Hillbillies Country Rage Radio
1297,2015-09-17 23:59:48+00:00,Apple sending that free phone Tommrow 😂⛽️⛽️
1298,2015-09-17 23:59:46+00:00,Apple could buy Disney and pay in cash.
1299,2015-09-17 23:59:46+00:00,The iOS update changed my text font and honestly I think Apple just wants me to have a mental breakdown
1300,2015-09-18 23:59:55+00:00,"Apples, popcorn and cookies are just a very well rounded snack combination"
1301,2015-09-18 23:59:54+00:00,"Well, so far the aol stream is working and looking great when going via phone to Apple TV to tv"
1302,2015-09-18 23:59:48+00:00,Apple Store is the new DMV
1303,2015-09-18 23:59:34+00:00,"YouTube changes its font and now Apple? I need stability. Pls, stop."
1304,2015-09-18 23:59:18+00:00,Why do Apple keep adding unwanted apps to their new softwares?! It's just taking up my memory and I don't even want them!!
1305,2015-09-19 23:59:58+00:00,"I don't want your apple pie
 no more ."
1306,2015-09-19 23:59:43+00:00,"Eatin that apple was pretty much the only thing I had to do while waiting for the dining hall to open up, so"
1307,2015-09-19 23:59:24+00:00,Apple picking and wine adventures! #daydate #lovemylife #fallfun
1308,2015-09-19 23:59:11+00:00,"So far, only 1 out 3 different retailers successfully processed #applepay with @Discover. Where's problem: terminal, Apple, or bank?"
1309,2015-09-19 23:59:07+00:00,"yes i will queue all day to see one direction at apple music. they are about to go away for ages, i am not even ashamed to wait 15 hours"
1310,2015-09-20 23:59:58+00:00,Bless you apple music!
1311,2015-09-20 23:59:58+00:00,How come Apple didn't force download WATTBA onto our Apple devices like they did U2's album?
1312,2015-09-20 23:59:56+00:00,Apple music lowkey clutch even tho it be pissing me off sometimes
1313,2015-09-20 23:59:56+00:00,How do I get Apple music?
1314,2015-09-20 23:59:55+00:00,"Got my copy cause future, time to listen now. Was to lazy to make a apple radio when I'll never use it lol"
1315,2015-09-21 23:59:59+00:00,Why did green Skittles have to go from lime to green apple
1316,2015-09-21 23:59:59+00:00,"BLACK AMISH: Big-ass round red apple. Classic honey sweetness. Not too crisp, but not mealy, either. #heirloomapplereview"
1317,2015-09-21 23:59:47+00:00,I don't want your apple pie mamaaaaa
1318,2015-09-21 23:59:46+00:00,Apple is good at many things. User management is not one. Updating Apple ID password constituted 23 password update prompts across 3 devices
1319,2015-09-21 23:59:27+00:00,"It's been an awesome rainy autumn day: cider making, apple picking, local coffee shops, Thai food and maybe some painting..."
1320,2015-09-22 23:59:58+00:00,Cheetos and apple juice 🙌🏻
1321,2015-09-22 23:59:51+00:00,I wish I had a nail polish in fire apple red. #FearAndLoathing #AlphabeticalFilmProject
1322,2015-09-22 23:59:50+00:00,THE BOYS SOUNDED SO GOOD AT THE APPLE MUSKC FESTIVEAL OH MY GOD
1323,2015-09-22 23:59:32+00:00,"the boys have a sc, released a song, told us the album title, &amp; performed at the Apple Music Festival.. GUESS HOW MY DAY WAS"
1324,2015-09-22 23:59:27+00:00,I just noticed that every room in this house has an Apple charger #addicted
1325,2015-09-23 23:59:45+00:00,"I asked #Siri: ""What are the coordinates of Reno, Nevada?""  

She said: ""Now playing the songs of Louis Diprima.""

#Apple #SiriFail"
1326,2015-09-23 23:59:45+00:00,Just purchased a pair of skullcandiez like I'm 13 lol 😝 apples shit is weak
1327,2015-09-23 23:59:36+00:00,"He's got high popes, he's got high apple pie in the sky popes #PopeASong"
1328,2015-09-23 23:59:35+00:00,"Apples 9/25-9/27 Cortland–sweet-tart, baking/eating; Sweet Sixteen–uniquely candy-sweet; Haralson–tart, classic baking; Cider! #BakerOrchard"
1329,2015-09-23 23:59:32+00:00,apple cider donuts make me so happy and now I really want one damn
1330,2015-09-24 23:59:40+00:00,"You know, if Apple had a contract buy-out along with the leasing program, they'd have to be their own cell carrier."
1331,2015-09-24 23:59:37+00:00,Why does @Walmart not take Apple Pay yet
1332,2015-09-24 23:59:23+00:00,Oh no. Just realised I didn't queue for new iPhone this morning. I hope Apple will consider making more. I would hate for people to miss out
1333,2015-09-24 23:59:23+00:00,My niece is so excited about her Apple it's so funny omg
1334,2015-09-24 23:59:22+00:00,why do people eat apples in class @ the universe am I being punished for not watching the devotional this week
1335,2015-09-25 23:59:50+00:00,lol that Kylie app and Apple not slick at all.. tryna charge me
1336,2015-09-25 23:59:46+00:00,Apple got me fucked up with these $30 earphones 😐
1337,2015-09-25 23:59:44+00:00,"Apple up grading everything, but their broke ass chargers😩"
1338,2015-09-25 23:59:44+00:00,Crown Royal Apple is pretty damn good
1339,2015-09-25 23:59:37+00:00,"J: Look! Goodwill of Silicone Valley. Think they have Apple CPUs?
A: This computer is 45 days old, I'd like to donate it. #CaliAdventures"
1340,2015-09-26 23:59:48+00:00,"I want to work at Best Buy, Apple Store, Windows Store, or GameStop..."
1341,2015-09-26 23:59:45+00:00,"Awesome day baking/canning with the kids: 44 lbs. apples =17 qts applesauce, also made banana bread, zucchini cake/ bread #homestead"
1342,2015-09-26 23:59:39+00:00,Apple limitations... I get it... I'm all for security... but restricting animated GIF as a wallpaper? Come on @tim_cook imagine a GIF store!
1343,2015-09-26 23:59:37+00:00,i like when you bite into a grape and it sounds like an apple
1344,2015-09-26 23:59:36+00:00,Uh hey Apple? We always want our phones in low energy mode. Kthanx
1345,2015-09-27 23:59:57+00:00,#gotitfree #horizonsnacks The apple crunchers are yummy and the snack crackers satisfy.
1346,2015-09-27 23:59:57+00:00,"my dog will eat lettuce, tomatoes, bananas &amp; apples before her dog food any day😂😂"
1347,2015-09-27 23:59:52+00:00,Love to find pics of me! (not my pic) 🍎🍨 #Apple #icecream #fall #tistheseason
1348,2015-09-27 23:59:45+00:00,"Man, The Evil Overlord hated iOS7, but I’ve not seen her this upset with Apple in a looooong time. #iOS9"
1349,2015-09-27 23:59:38+00:00,You need to make sure you've upgraded yourself every time Apple comes up with an upgrade OS.... IJS... be better.
1350,2015-09-28 23:59:55+00:00,So. I'm happy I got an iPhone. &amp; when Apple updates y'all phone to iOS 9.1. Y'all be happy with the emojis they added 🤓
1351,2015-09-28 23:59:51+00:00,Fuck apple fr !
1352,2015-09-28 23:59:48+00:00,But I got this Samsung edge 6 &amp; surface Pro.... But that Apple music look dope
1353,2015-09-28 23:59:48+00:00,Apple is starting to piss me off 😒
1354,2015-09-28 23:59:41+00:00,Broke two Apple products in a span of a week nice!
1355,2015-09-29 23:59:55+00:00,Darth Vader is carved on the Washinton National Cathedral. How bout dem apples?
1356,2015-09-29 23:59:39+00:00,Apple is going to shit
1357,2015-09-29 23:59:39+00:00,"80% of the bag of @skittles i just got is only strawberry and grape. the other 20% is a mix of green apple, orange, and lemon. why?"
1358,2015-09-29 23:59:38+00:00,Kng ganyan lng maglaro ng Apple game  tapos may kiss pa oh my gosh definitely I'm going to enjoy it  #OTWOLGameOfLove  #PushAwardsJaDines
1359,2015-09-29 23:59:22+00:00,would this be a good at this BS apple.
1360,2015-09-30 23:59:59+00:00,About to go get this Apple TV 😬
1361,2015-09-30 23:59:55+00:00,I'm really finna throw a fit because I wanna go to the fair tonight 😒😒 not tomorrow.. I want my candy apple RN!!!!!!
1362,2015-09-30 23:59:52+00:00,Backhanded compliment to Apple: my phone's intermittent screen bug actually happened in front of the guy at the Store. That never happens!
1363,2015-09-30 23:59:51+00:00,Need to find somewhere that sells apple cider donuts near by...
1364,2015-09-30 23:59:50+00:00,my apple music trial ends tomorrow 😭
1365,2015-10-01 23:59:52+00:00,I fuck wit Apple Music so hard
1366,2015-10-01 23:59:45+00:00,4-4 and sadly they both know what's happened here but won't meet the cost of making it right.@apple @Bell @WorldlynxSales
1367,2015-10-01 23:59:45+00:00,Amazon bars Apple and Google TV sales: Ecommerce group limits platform to products featuring its Prime Video service
1368,2015-10-01 23:59:45+00:00,Amazon bars Apple and Google TV sales: Ecommerce group limits platform to products featuring its Prime Video service
1369,2015-10-01 23:59:43+00:00,A Carmel apple cider from Bigby sounds sooo good🍂🍁
1370,2015-10-02 23:59:56+00:00,"Apple's patent on an ""iRing"" isn't surprising. Neither would an iBeard, iJorts, or an iKeffiyeh,"
1371,2015-10-02 23:59:48+00:00,My voice recording and my phone keep goin to voicemail 😐 I need to go to the Apple Store
1372,2015-10-02 23:59:48+00:00,What's everyone doing tonight? I think I'll FINALLY watch the Apple Music Festival!
1373,2015-10-02 23:59:44+00:00,Road apple rally tomorrow! #30miles
1374,2015-10-02 23:59:34+00:00,"Amazon bans sales of Google Chromecast, Apple TV - ..."
1375,2015-10-03 23:59:57+00:00,"Jax, stop struggling with that Apple, and get yourself a PC"
1376,2015-10-03 23:59:42+00:00,Apple cider is mother natures jizz
1377,2015-10-03 23:59:41+00:00,"No bigger #Apple fan than me but #iOS 9.0.2 is the most #unstable POS I have ever used. Fix it, dammit...#iPhone #technology"
1378,2015-10-03 23:59:36+00:00,"In addition to the orphans, I think we have extra apples that I will offer for cheap tomorrow. Will be posting later."
1379,2015-10-03 23:59:32+00:00,Apple only really catches heave inceptions. Not sure why commentators say he's good.
1380,2015-10-04 23:59:57+00:00,"I'm happy because October means caramel apples, candy corn, Halloween movies, sweaters and the leaves changing colors🍁"
1381,2015-10-04 23:59:46+00:00,"Apple watch fuck that, i either get the ipod nano touch"
1382,2015-10-04 23:59:42+00:00,fiona apple's cover of across the universe is so amazing
1383,2015-10-04 23:59:38+00:00,Latest acquisition: Iphone 6s 64gb 😍#joy#apple#iphone#positivefeedback#3Dtouch
1384,2015-10-04 23:59:29+00:00,Hot apple cider and fall candles burning #favtimeofyear 🍂🍁🍎
1385,2015-10-05 23:59:58+00:00,"Apple Teeny, Flutterguy, and... uh... I got nothin'.... Twilight Sparkle. I mean seriously, I can't even work with that...! #Spikebot"
1386,2015-10-05 23:59:58+00:00,Apple pie and apple cider #tistheseason
1387,2015-10-05 23:59:53+00:00,It may be fall when Evan brings out the still and apple pie recipes
1388,2015-10-05 23:59:52+00:00,*EATS APPLE* *EATS WINDOWS*
1389,2015-10-05 23:59:51+00:00,Man this Carmel Apple French Toast smelling like ooohhhhhh weeeeeee!!!
1390,2015-10-06 23:59:59+00:00,So something bizarre happened today I converted over to Team Apple it was more convenient for me but man I'm going to miss Galaxys. 😳
